museum_id,Region,Museum,City,URL
277,North Holland,Tropenmuseum Junior,Amsterdam,https://whichmuseum.com/museum/tropenmuseum-junior-amsterdam-277
282,North Holland,Oude Kerk,Amsterdam,https://whichmuseum.com/museum/oude-kerk-amsterdam-282
286,North Holland,Rijksmuseum,Amsterdam,https://whichmuseum.com/museum/rijksmuseum-amsterdam-286
289,North Holland,Tropenmuseum,Amsterdam,https://whichmuseum.com/museum/tropenmuseum-amsterdam-289
296,North Holland,Museum Willet-Holthuysen,Amsterdam,https://whichmuseum.com/museum/museum-willet-holthuysen-amsterdam-296
298,North Holland,Anne Frank House,Amsterdam,https://whichmuseum.com/museum/anne-frank-house-amsterdam-298
301,North Holland,Museum Our Lord in the Attic,Amsterdam,https://whichmuseum.com/museum/museum-our-lord-in-the-attic-amsterdam-301
580,North Holland,Molen van Sloten - Kuiperijmuseum,Amsterdam,https://whichmuseum.com/museum/molen-van-sloten-kuiperijmuseum-amsterdam-580
919,North Holland,Verzetsmuseum Junior,Amsterdam,https://whichmuseum.com/museum/verzetsmuseum-junior-amsterdam-919
932,North Holland,Groote Museum,Amsterdam,https://whichmuseum.com/museum/groote-museum-amsterdam-932
933,North Holland,Joods Historisch Kindermuseum,Amsterdam,https://whichmuseum.com/museum/joods-historisch-kindermuseum-amsterdam-933
937,North Holland,The Museum of the Canals,Amsterdam,https://whichmuseum.com/museum/the-museum-of-the-canals-amsterdam-937
952,North Holland,Amsterdam Tulip Museum,Amsterdam,https://whichmuseum.com/museum/amsterdam-tulip-museum-952
341,North Holland,Stedelijk Museum Amsterdam,Amsterdam,https://whichmuseum.com/museum/stedelijk-museum-amsterdam-341
342,North Holland,De Nieuwe Kerk Amsterdam,Amsterdam,https://whichmuseum.com/museum/de-nieuwe-kerk-amsterdam-342
367,North Holland,Portugese Synagoge,Amsterdam,https://whichmuseum.com/museum/portugese-synagoge-amsterdam-367
379,North Holland,Hollandsche Schouwburg,Amsterdam,https://whichmuseum.com/museum/hollandsche-schouwburg-amsterdam-379
384,North Holland,Museum Tot Zover,Amsterdam,https://whichmuseum.com/museum/museum-tot-zover-amsterdam-384
423,North Holland,Bijzondere Collecties,Amsterdam,https://whichmuseum.com/museum/bijzondere-collecties-amsterdam-423
463,North Holland,Diamond Museum Amsterdam,Amsterdam,https://whichmuseum.com/museum/diamond-museum-amsterdam-463
7863,North Holland,Embassy of the Free Mind,Amsterdam,https://whichmuseum.com/museum/embassy-of-the-free-mind-amsterdam-7863
7881,North Holland,Fashion for Good Museum,Amsterdam,https://whichmuseum.com/museum/fashion-for-good-museum-amsterdam-7881
7909,North Holland,Luther Museum Amsterdam,Amsterdam,https://whichmuseum.com/museum/luther-museum-amsterdam-7909
7991,North Holland,Museum De Dageraad,Amsterdam,https://whichmuseum.com/museum/museum-de-dageraad-amsterdam-7991
304,North Holland,Museum Kranenburgh,Bergen (NH),https://whichmuseum.com/museum/museum-kranenburgh-bergen-nh-304
408,North Holland,Gemeentemuseum Het Sterkenhuis,Bergen (NH),https://whichmuseum.com/museum/gemeentemuseum-het-sterkenhuis-bergen-nh-408
221,North Holland,Museum BroekerVeiling,Broek op Langedijk,https://whichmuseum.com/museum/museum-broekerveiling-broek-op-langedijk-221
110,North Holland,Museum De Cruquius,Cruquius,https://whichmuseum.com/museum/museum-de-cruquius-110
52,North Holland,Museum In 't Houten Huis,De Rijp,https://whichmuseum.com/museum/museum-in-t-houten-huis-de-rijp-52
42,North Holland,Museum Waelstee,De Waal,https://whichmuseum.com/museum/museum-waelstee-de-waal-42
908,North Holland,Oudheidkamer Texel,Den Burg,https://whichmuseum.com/museum/oudheidkamer-texel-den-burg-908
230,North Holland,Het Nationaal Reddingmuseum Dorus Rijkers,Den Helder,https://whichmuseum.com/museum/het-nationaal-reddingmuseum-dorus-rijkers-den-helder-230
243,North Holland,The Dutch Navy Museum,Den Helder,https://whichmuseum.com/museum/the-dutch-navy-museum-den-helder-243
446,North Holland,De Nollen,Den Helder,https://whichmuseum.com/museum/de-nollen-den-helder-446
334,North Holland,Pieter Vermeulen Museum,Driehuis,https://whichmuseum.com/museum/pieter-vermeulen-museum-driehuis-334
180,North Holland,Edams Museum,Edam,https://whichmuseum.com/museum/edams-museum-180
348,North Holland,Museum van Egmond,Egmond aan Zee,https://whichmuseum.com/museum/museum-van-egmond-egmond-aan-zee-348
337,North Holland,Zuiderzee Museum,Enkhuizen,https://whichmuseum.com/museum/zuiderzee-museum-enkhuizen-337
360,North Holland,Flessenscheepjes Museum,Enkhuizen,https://whichmuseum.com/museum/flessenscheepjes-museum-enkhuizen-360
7948,North Holland,Sow to Grow,Enkhuizen,https://whichmuseum.com/museum/sow-to-grow-enkhuizen-7948
114,North Holland,Teylers Museum,Haarlem,https://whichmuseum.com/museum/teylers-museum-haarlem-114
198,North Holland,Frans Hals Museum - Hof,Haarlem,https://whichmuseum.com/museum/frans-hals-museum-hof-haarlem-198
35,North Holland,Museum Haarlem,Haarlem,https://whichmuseum.com/museum/museum-haarlem-35
75,North Holland,Museum van de Geest,Haarlem,https://whichmuseum.com/museum/museum-van-de-geest-haarlem-75
899,North Holland,NZH Public Transport Museum,Haarlem,https://whichmuseum.com/museum/nzh-public-transport-museum-haarlem-899
326,North Holland,Frans Hals Museum - Hal,Haarlem,https://whichmuseum.com/museum/frans-hals-museum-hal-haarlem-326
7872,North Holland,ABC Architectuurcentrum Haarlem,Haarlem,https://whichmuseum.com/museum/abc-architectuurcentrum-haarlem-7872
62,North Holland,Museum Hilversum,Hilversum,https://whichmuseum.com/museum/museum-hilversum-62
479,North Holland,Netherlands Institute for Sound and Vision,Hilversum,https://whichmuseum.com/museum/netherlands-institute-for-sound-and-vision-hilversum-479
320,North Holland,Historisch Museum Haarlemmermeer,Hoofddorp,https://whichmuseum.com/museum/historisch-museum-haarlemmermeer-hoofddorp-320
174,North Holland,Westfries Museum,Hoorn,https://whichmuseum.com/museum/westfries-museum-hoorn-174
227,North Holland,Steamtrain Hoorn Medemblik,Hoorn,https://whichmuseum.com/museum/steamtrain-hoorn-medemblik-227
260,North Holland,Museum of the 20th Century,Hoorn,https://whichmuseum.com/museum/museum-of-the-20th-century-hoorn-260
163,North Holland,Huizer Museum,Huizen,https://whichmuseum.com/museum/huizer-museum-huizen-163
145,North Holland,IJmuider Zee- en Havenmuseum,IJmuiden,https://whichmuseum.com/museum/ijmuider-zee-en-havenmuseum-ijmuiden-145
226,North Holland,Mill Museum - The Zaansche Mill,Koog aan de Zaan,https://whichmuseum.com/museum/mill-museum-the-zaansche-mill-koog-aan-de-zaan-226
118,North Holland,Singer Laren,Laren (NH),https://whichmuseum.com/museum/singer-laren-laren-nh-118
59,North Holland,Geologisch Museum Hofland,Laren (NH),https://whichmuseum.com/museum/geologisch-museum-hofland-laren-nh-59
22,North Holland,Kasteel-Museum Sypesteyn,Loosdrecht,https://whichmuseum.com/museum/kasteel-museum-sypesteyn-loosdrecht-22
217,North Holland,Marker Museum,Marken,https://whichmuseum.com/museum/marker-museum-marken-217
186,North Holland,Kasteel Radboud,Medemblik,https://whichmuseum.com/museum/kasteel-radboud-medemblik-186
280,North Holland,Bakkerijmuseum De Oude Bakkerij,Medemblik,https://whichmuseum.com/museum/bakkerijmuseum-de-oude-bakkerij-medemblik-280
372,North Holland,Dutch Steam Engine Museum,Medemblik,https://whichmuseum.com/museum/dutch-steam-engine-museum-medemblik-372
241,North Holland,Museum Betje Wolff,Middenbeemster,https://whichmuseum.com/museum/museum-betje-wolff-middenbeemster-241
455,North Holland,Agrarisch Museum Westerhem,Middenbeemster,https://whichmuseum.com/museum/agrarisch-museum-westerhem-middenbeemster-455
136,North Holland,Waterlandsmuseum de Speeltoren,Monnickendam,https://whichmuseum.com/museum/waterlandsmuseum-de-speeltoren-monnickendam-136
1315,North Holland,Forteiland Pampus,Muiden,https://whichmuseum.com/museum/forteiland-pampus-muiden-1315
134,North Holland,Muiderslot,Muiden,https://whichmuseum.com/museum/muiderslot-muiden-134
51,North Holland,Comenius Museum,Naarden,https://whichmuseum.com/museum/comenius-museum-naarden-51
449,North Holland,Weegschaalmuseum,Naarden,https://whichmuseum.com/museum/weegschaalmuseum-naarden-449
240,North Holland,Museum Kaap Skil,Oudeschild,https://whichmuseum.com/museum/museum-kaap-skil-oudeschild-240
63,North Holland,Purmerends Museum,Purmerend,https://whichmuseum.com/museum/purmerends-museum-63
253,North Holland,Museummolen Schermerhorn,Schermerhorn,https://whichmuseum.com/museum/museummolen-schermerhorn-253
7856,North Holland,Kunstfort bij Vijfhuizen,Vijfhuizen,https://whichmuseum.com/museum/kunstfort-bij-vijfhuizen-7856
653,North Holland,Volendams Museum,Volendam,https://whichmuseum.com/museum/volendams-museum-653
228,North Holland,Museum Weesp,Weesp,https://whichmuseum.com/museum/museum-weesp-228
164,North Holland,Zaans Museum,Zaandam,https://whichmuseum.com/museum/zaans-museum-zaandam-164
268,North Holland,Czar Peter House,Zaandam,https://whichmuseum.com/museum/czar-peter-house-zaandam-268
873,North Holland,Zaanse Schans,Zaandam,https://whichmuseum.com/museum/zaanse-schans-zaandam-873
439,North Holland,Zaandam Time Museum,Zaandam,https://whichmuseum.com/museum/zaandam-time-museum-439
398,North Holland,Honig Breethuis,Zaandijk,https://whichmuseum.com/museum/honig-breethuis-zaandijk-398
182,North Holland,Zandvoorts Museum,Zandvoort,https://whichmuseum.com/museum/zandvoorts-museum-182
6,Overijssel,Stedelijk Museum Almelo,Almelo,https://whichmuseum.com/museum/stedelijk-museum-almelo-6
525,Overijssel,Museum Het Gildenhuys,Blokzijl,https://whichmuseum.com/museum/museum-het-gildenhuys-blokzijl-525
516,Overijssel,Museum Bussemakerhuis,Borne,https://whichmuseum.com/museum/museum-bussemakerhuis-borne-516
152,Overijssel,Zoutmuseum Delden,Delden,https://whichmuseum.com/museum/zoutmuseum-delden-152
305,Overijssel,Natura Docet Wonderryck Twente,Denekamp,https://whichmuseum.com/museum/natura-docet-wonderryck-twente-denekamp-305
1277,Overijssel,Museum De Waag,Deventer,https://whichmuseum.com/museum/museum-de-waag-deventer-1277
1327,Overijssel,Museum Geert Groote Huis,Deventer,https://whichmuseum.com/museum/museum-geert-groote-huis-deventer-1327
272,Overijssel,Speelgoedmuseum Deventer,Deventer,https://whichmuseum.com/museum/speelgoedmuseum-deventer-272
1325,Overijssel,Kunstvereniging Diepenheim,Diepenheim,https://whichmuseum.com/museum/kunstvereniging-diepenheim-1325
111,Overijssel,Rijksmuseum Twenthe,Enschede,https://whichmuseum.com/museum/rijksmuseum-twenthe-enschede-111
7861,Overijssel,De Museumfabriek,Enschede,https://whichmuseum.com/museum/de-museumfabriek-enschede-7861
483,Overijssel,Museum Giethoorn 't Olde Maat Uus,Giethoorn,https://whichmuseum.com/museum/museum-giethoorn-t-olde-maat-uus-483
1288,Overijssel,Museum de Fundatie,Heino,https://whichmuseum.com/museum/museum-de-fundatie-heino-1288
465,Overijssel,Museum Hengelo,Hengelo,https://whichmuseum.com/museum/museum-hengelo-465
484,Overijssel,Oyfo Technology Museum,Hengelo,https://whichmuseum.com/museum/oyfo-technology-museum-hengelo-484
484,Overijssel,Oyfo Technology Museum,Hengelo,https://whichmuseum.com/museum/oyfo-technology-museum-hengelo-484
38,Overijssel,Ikonenmuseum Kampen,Kampen,https://whichmuseum.com/museum/ikonenmuseum-kampen-38
85,Overijssel,Stedelijk Museum Kampen,Kampen,https://whichmuseum.com/museum/stedelijk-museum-kampen-85
574,Overijssel,Museum De Pelgrim,Oldenzaal,https://whichmuseum.com/museum/museum-de-pelgrim-oldenzaal-574
370,Overijssel,Museum Het Palthe-Huis,Oldenzaal,https://whichmuseum.com/museum/museum-het-palthe-huis-oldenzaal-370
503,Overijssel,Streekmuseum Ommen,Ommen,https://whichmuseum.com/museum/streekmuseum-ommen-503
438,Overijssel,Openluchtmuseum Ootmarsum,Ootmarsum,https://whichmuseum.com/museum/openluchtmuseum-ootmarsum-438
8050,Overijssel,Museum het Drostenhuis,Ootmarsum,https://whichmuseum.com/museum/museum-het-drostenhuis-ootmarsum-8050
560,Overijssel,Rijssens Museum,Rijssen,https://whichmuseum.com/museum/rijssens-museum-560
844,Overijssel,Museum Staphorst,Staphorst,https://whichmuseum.com/museum/museum-staphorst-844
403,Overijssel,Stadsmuseum Steenwijk,Steenwijk,https://whichmuseum.com/museum/stadsmuseum-steenwijk-403
5174,Overijssel,Hildo Krop Museum,Steenwijk,https://whichmuseum.com/museum/hildo-krop-museum-steenwijk-5174
312,Overijssel,Historisch Museum Vriezenveen,Vriezenveen,https://whichmuseum.com/museum/historisch-museum-vriezenveen-312
365,Overijssel,Schoonewelle Museum voor Natuur en Ambacht,Zwartsluis,https://whichmuseum.com/museum/schoonewelle-museum-voor-natuur-en-ambacht-zwartsluis-365
218,Overijssel,Museum de Fundatie,Zwolle,https://whichmuseum.com/museum/museum-de-fundatie-zwolle-218
787,South Holland,Archeon,Alphen aan Den Rijn,https://whichmuseum.com/museum/archeon-alphen-aan-den-rijn-787
361,South Holland,Boomkwekerijmuseum,Boskoop,https://whichmuseum.com/museum/boomkwekerijmuseum-boskoop-361
43,South Holland,Historisch Museum Den Briel,Brielle,https://whichmuseum.com/museum/historisch-museum-den-briel-brielle-43
1322,South Holland,Royal Delft,Delft,https://whichmuseum.com/museum/royal-delft-1322
679,South Holland,Vermeer Centrum Delft,Delft,https://whichmuseum.com/museum/vermeer-centrum-delft-679
175,South Holland,Museum Prinsenhof Delft,Delft,https://whichmuseum.com/museum/museum-prinsenhof-delft-175
378,South Holland,Museum Paul Tetar van Elven,Delft,https://whichmuseum.com/museum/museum-paul-tetar-van-elven-delft-378
380,South Holland,Science Centre Delft,Delft,https://whichmuseum.com/museum/science-centre-delft-380
410,South Holland,TU Delft Hortus Botanicus,Delft,https://whichmuseum.com/museum/tu-delft-hortus-botanicus-410
1279,South Holland,Het Hof van Nederland,Dordrecht,https://whichmuseum.com/museum/het-hof-van-nederland-dordrecht-1279
84,South Holland,Nationaal Onderwijsmuseum,Dordrecht,https://whichmuseum.com/museum/nationaal-onderwijsmuseum-dordrecht-84
88,South Holland,Van Gijn House,Dordrecht,https://whichmuseum.com/museum/van-gijn-house-dordrecht-88
91,South Holland,Dordrechts Museum,Dordrecht,https://whichmuseum.com/museum/dordrechts-museum-91
579,South Holland,Het Dordts Patriciërshuis,Dordrecht,https://whichmuseum.com/museum/het-dordts-patriciershuis-dordrecht-579
61,South Holland,Gorcums Museum,Gorinchem,https://whichmuseum.com/museum/gorcums-museum-gorinchem-61
106,South Holland,Museum Gouda,Gouda,https://whichmuseum.com/museum/museum-gouda-106
7849,South Holland,Sint Jan Gouda,Gouda,https://whichmuseum.com/museum/sint-jan-gouda-7849
445,South Holland,Museum Paulina Bisdom van Vliet,Haastrecht,https://whichmuseum.com/museum/museum-paulina-bisdom-van-vliet-haastrecht-445
56,South Holland,Museum De Koperen Knop,Hardinxveld-Giessendam,https://whichmuseum.com/museum/museum-de-koperen-knop-hardinxveld-giessendam-56
762,South Holland,Streekmuseum Hoeksche Waard,Heinenoord,https://whichmuseum.com/museum/streekmuseum-hoeksche-waard-heinenoord-762
205,South Holland,Brandweermuseum Hellevoetsluis,Hellevoetsluis,https://whichmuseum.com/museum/brandweermuseum-hellevoetsluis-205
190,South Holland,Westlands Museum,Honselersdijk,https://whichmuseum.com/museum/westlands-museum-honselersdijk-190
119,South Holland,Katwijks Museum,Katwijk,https://whichmuseum.com/museum/katwijks-museum-119
255,South Holland,Streekmuseum Krimpenerwaard,Krimpen aan Den IJssel,https://whichmuseum.com/museum/streekmuseum-krimpenerwaard-krimpen-aan-den-ijssel-255
157,South Holland,Nationaal Glasmuseum,Leerdam,https://whichmuseum.com/museum/nationaal-glasmuseum-leerdam-157
137,South Holland,Japanmuseum SieboldHuis,Leiden,https://whichmuseum.com/museum/japanmuseum-sieboldhuis-leiden-137
149,South Holland,Museum De Lakenhal,Leiden,https://whichmuseum.com/museum/museum-de-lakenhal-leiden-149
176,South Holland,Rijksmuseum Boerhaave,Leiden,https://whichmuseum.com/museum/rijksmuseum-boerhaave-leiden-176
199,South Holland,National Museum of Ethnology,Leiden,https://whichmuseum.com/museum/national-museum-of-ethnology-leiden-199
80,South Holland,National Museum of Antiquities,Leiden,https://whichmuseum.com/museum/national-museum-of-antiquities-leiden-80
86,South Holland,Naturalis Biodiversity Center,Leiden,https://whichmuseum.com/museum/naturalis-biodiversity-center-leiden-86
303,South Holland,Hortus Botanicus Leiden,Leiden,https://whichmuseum.com/museum/hortus-botanicus-leiden-303
313,South Holland,Stedelijk Molenmuseum De Valk,Leiden,https://whichmuseum.com/museum/stedelijk-molenmuseum-de-valk-leiden-313
216,South Holland,Museum De Zwarte Tulp,Lisse,https://whichmuseum.com/museum/museum-de-zwarte-tulp-lisse-216
428,South Holland,Kasteel Keukenhof,Lisse,https://whichmuseum.com/museum/kasteel-keukenhof-lisse-428
26,South Holland,Nationaal Sleepvaart Museum,Maassluis,https://whichmuseum.com/museum/nationaal-sleepvaart-museum-maassluis-26
264,South Holland,Museum Maassluis,Maassluis,https://whichmuseum.com/museum/museum-maassluis-264
48,South Holland,Museum Noordwijk,Noordwijk,https://whichmuseum.com/museum/museum-noordwijk-48
452,South Holland,Space Expo,Noordwijk,https://whichmuseum.com/museum/space-expo-noordwijk-452
466,South Holland,Streekmuseum Veldzicht,Noordwijk,https://whichmuseum.com/museum/streekmuseum-veldzicht-noordwijk-466
486,South Holland,Spinoza House,Rijnsburg,https://whichmuseum.com/museum/spinoza-house-rijnsburg-486
58,South Holland,Museum Rijswijk,Rijswijk,https://whichmuseum.com/museum/museum-rijswijk-58
1298,South Holland,Sonneveld House,Rotterdam,https://whichmuseum.com/museum/sonneveld-house-rotterdam-1298
732,South Holland,Feyenoord Museum,Rotterdam,https://whichmuseum.com/museum/feyenoord-museum-rotterdam-732
113,South Holland,Kunstinstituut Melly,Rotterdam,https://whichmuseum.com/museum/kunstinstituut-melly-rotterdam-113
140,South Holland,Mariniersmuseum,Rotterdam,https://whichmuseum.com/museum/mariniersmuseum-rotterdam-140
142,South Holland,Museum Boijmans Van Beuningen,Rotterdam,https://whichmuseum.com/museum/museum-boijmans-van-beuningen-rotterdam-142
189,South Holland,Chabot Museum,Rotterdam,https://whichmuseum.com/museum/chabot-museum-rotterdam-189
23,South Holland,TENT,Rotterdam,https://whichmuseum.com/museum/tent-rotterdam-23
70,South Holland,Wereldmuseum Rotterdam,Rotterdam,https://whichmuseum.com/museum/wereldmuseum-rotterdam-70
90,South Holland,Maritime Museum Rotterdam,Rotterdam,https://whichmuseum.com/museum/maritime-museum-rotterdam-90
209,South Holland,Museum Rotterdam '40-'45 NU,Rotterdam,https://whichmuseum.com/museum/museum-rotterdam-40-45-nu-209
224,South Holland,Kunsthal Rotterdam,Rotterdam,https://whichmuseum.com/museum/kunsthal-rotterdam-224
265,South Holland,Belasting & Douane Museum,Rotterdam,https://whichmuseum.com/museum/belasting-douane-museum-rotterdam-265
278,South Holland,Museum Rotterdam,Rotterdam,https://whichmuseum.com/museum/museum-rotterdam-278
288,South Holland,Natural History Museum Rotterdam,Rotterdam,https://whichmuseum.com/museum/natural-history-museum-rotterdam-288
545,South Holland,Het Nieuwe Instituut,Rotterdam,https://whichmuseum.com/museum/het-nieuwe-instituut-rotterdam-545
568,South Holland,Garage Rotterdam,Rotterdam,https://whichmuseum.com/museum/garage-rotterdam-568
371,South Holland,Nederlands Fotomuseum,Rotterdam,https://whichmuseum.com/museum/nederlands-fotomuseum-rotterdam-371
472,South Holland,Trompenburg Tuinen & Arboretum,Rotterdam,https://whichmuseum.com/museum/trompenburg-tuinen-arboretum-rotterdam-472
8011,South Holland,Depot Boijmans Van Beuningen,Rotterdam,https://whichmuseum.com/museum/depot-boijmans-van-beuningen-rotterdam-8011
120,South Holland,Muzee Scheveningen,Scheveningen,https://whichmuseum.com/museum/muzee-scheveningen-120
172,South Holland,Sculptures by the sea,Scheveningen,https://whichmuseum.com/museum/sculptures-by-the-sea-scheveningen-172
121,South Holland,Stedelijk Museum Schiedam,Schiedam,https://whichmuseum.com/museum/stedelijk-museum-schiedam-121
123,South Holland,Jenevermuseum,Schiedam,https://whichmuseum.com/museum/jenevermuseum-schiedam-123
424,South Holland,Museummolen De Nieuwe Palmboom,Schiedam,https://whichmuseum.com/museum/museummolen-de-nieuwe-palmboom-schiedam-424
390,South Holland,Dutch Silver Museum,Schoonhoven,https://whichmuseum.com/museum/dutch-silver-museum-schoonhoven-390
250,South Holland,Nationaal Baggermuseum,Sliedrecht,https://whichmuseum.com/museum/nationaal-baggermuseum-sliedrecht-250
1326,South Holland,West Den Haag,The Hague,https://whichmuseum.com/museum/west-den-haag-the-hague-1326
656,South Holland,Humanity House,The Hague,https://whichmuseum.com/museum/humanity-house-the-hague-656
108,South Holland,The Historical Museum of The Hague,The Hague,https://whichmuseum.com/museum/the-historical-museum-of-the-hague-108
117,South Holland,Sound and Vision The Hague,The Hague,https://whichmuseum.com/museum/sound-and-vision-the-hague-117
130,South Holland,Louwman Museum,The Hague,https://whichmuseum.com/museum/louwman-museum-the-hague-130
144,South Holland,KM21,The Hague,https://whichmuseum.com/museum/km21-the-hague-144
9,South Holland,Kinderboekenmuseum,The Hague,https://whichmuseum.com/museum/kinderboekenmuseum-the-hague-9
19,South Holland,Museum Bredius,The Hague,https://whichmuseum.com/museum/museum-bredius-the-hague-19
65,South Holland,Museum Meermanno,The Hague,https://whichmuseum.com/museum/museum-meermanno-the-hague-65
67,South Holland,Museon,The Hague,https://whichmuseum.com/museum/museon-the-hague-67
77,South Holland,Kunstmuseum Den Haag,The Hague,https://whichmuseum.com/museum/kunstmuseum-den-haag-the-hague-77
87,South Holland,Literatuurmuseum,The Hague,https://whichmuseum.com/museum/literatuurmuseum-the-hague-87
215,South Holland,Louis Couperus Museum,The Hague,https://whichmuseum.com/museum/louis-couperus-museum-the-hague-215
242,South Holland,Museum Panorama Mesdag,The Hague,https://whichmuseum.com/museum/museum-panorama-mesdag-the-hague-242
287,South Holland,Prison Gate Museum,The Hague,https://whichmuseum.com/museum/prison-gate-museum-the-hague-287
306,South Holland,Prince William V Gallery,The Hague,https://whichmuseum.com/museum/prince-william-v-gallery-the-hague-306
308,South Holland,The Hague Museum of Photography,The Hague,https://whichmuseum.com/museum/the-hague-museum-of-photography-308
317,South Holland,De Mesdag Collectie,The Hague,https://whichmuseum.com/museum/de-mesdag-collectie-the-hague-317
332,South Holland,National Archive,The Hague,https://whichmuseum.com/museum/national-archive-the-hague-332
339,South Holland,Mauritshuis,The Hague,https://whichmuseum.com/museum/mauritshuis-the-hague-339
7840,South Holland,Vrijmetselarij Museum,The Hague,https://whichmuseum.com/museum/vrijmetselarij-museum-the-hague-7840
7850,South Holland,NEST - ruimte voor kunst,The Hague,https://whichmuseum.com/museum/nest-ruimte-voor-kunst-the-hague-7850
8025,South Holland,Design Museum Dedel,The Hague,https://whichmuseum.com/museum/design-museum-dedel-the-hague-8025
159,South Holland,Swaensteyn Museum,Voorburg,https://whichmuseum.com/museum/swaensteyn-museum-voorburg-159
459,South Holland,Huygensmuseum Hofwijck,Voorburg,https://whichmuseum.com/museum/huygensmuseum-hofwijck-voorburg-459
11,South Holland,Duivenvoorde castle,Voorschoten,https://whichmuseum.com/museum/duivenvoorde-castle-voorschoten-11
433,South Holland,Museum De Voorde,Zoetermeer,https://whichmuseum.com/museum/museum-de-voorde-zoetermeer-433
454,Utrecht,Amerongen Castle,Amerongen,https://whichmuseum.com/museum/amerongen-castle-454
139,Utrecht,Museum Flehite,Amersfoort,https://whichmuseum.com/museum/museum-flehite-amersfoort-139
31,Utrecht,The Mondriaan House,Amersfoort,https://whichmuseum.com/museum/the-mondriaan-house-amersfoort-31
335,Utrecht,Cavaleriemuseum,Amersfoort,https://whichmuseum.com/museum/cavaleriemuseum-amersfoort-335
344,Utrecht,Kunsthal KAdE,Amersfoort,https://whichmuseum.com/museum/kunsthal-kade-amersfoort-344
7889,Utrecht,Musiom,Amersfoort,https://whichmuseum.com/museum/musiom-amersfoort-7889
813,Utrecht,Waterline Museum,Bunnik,https://whichmuseum.com/museum/waterline-museum-bunnik-813
7907,Utrecht,Pop-up Museum Oud Amelisweerd,Bunnik,https://whichmuseum.com/museum/pop-up-museum-oud-amelisweerd-bunnik-7907
345,Utrecht,Museum Spakenburg,Bunschoten-Spakenburg,https://whichmuseum.com/museum/museum-spakenburg-bunschoten-spakenburg-345
359,Utrecht,Huis Doorn,Doorn,https://whichmuseum.com/museum/huis-doorn-359
39,Utrecht,Castle De Haar,Haarzuilens,https://whichmuseum.com/museum/castle-de-haar-haarzuilens-39
325,Utrecht,Museum Ijsselstein,IJsselstein,https://whichmuseum.com/museum/museum-ijsselstein-ijsselstein-325
565,Utrecht,Vechtstreekmuseum,Maarssen,https://whichmuseum.com/museum/vechtstreekmuseum-maarssen-565
271,Utrecht,Slot Zuylen,Oud-Zuilen,https://whichmuseum.com/museum/slot-zuylen-oud-zuilen-271
550,Utrecht,Museum de Heksenwaag,Oudewater,https://whichmuseum.com/museum/museum-de-heksenwaag-oudewater-550
450,Utrecht,Touwmuseum De Baanschuur,Oudewater,https://whichmuseum.com/museum/touwmuseum-de-baanschuur-oudewater-450
7875,Utrecht,Stadsmuseum Rhenen,Rhenen,https://whichmuseum.com/museum/stadsmuseum-rhenen-7875
688,Utrecht,Nationaal Militair Museum,Soest,https://whichmuseum.com/museum/nationaal-militair-museum-soest-688
1254,Utrecht,Rietveld Schröder House,Utrecht,https://whichmuseum.com/museum/rietveld-schroder-house-utrecht-1254
689,Utrecht,Het Spoorwegmuseum,Utrecht,https://whichmuseum.com/museum/het-spoorwegmuseum-utrecht-689
125,Utrecht,Sonnenborgh Observatory,Utrecht,https://whichmuseum.com/museum/sonnenborgh-observatory-utrecht-125
187,Utrecht,Museum Catharijneconvent,Utrecht,https://whichmuseum.com/museum/museum-catharijneconvent-utrecht-187
95,Utrecht,Museum Speelklok,Utrecht,https://whichmuseum.com/museum/museum-speelklok-utrecht-95
234,Utrecht,University Museum Utrecht,Utrecht,https://whichmuseum.com/museum/university-museum-utrecht-234
257,Utrecht,Centraal Museum,Utrecht,https://whichmuseum.com/museum/centraal-museum-utrecht-257
823,Utrecht,Miffy Museum,Utrecht,https://whichmuseum.com/museum/miffy-museum-utrecht-823
309,Utrecht,Botanische Tuinen Utrecht,Utrecht,https://whichmuseum.com/museum/botanische-tuinen-utrecht-309
405,Utrecht,"BAK, Basis voor Actuele Kunst",Utrecht,https://whichmuseum.com/museum/bak-basis-voor-actuele-kunst-utrecht-405
469,Utrecht,Nederlands Volksbuurtmuseum,Utrecht,https://whichmuseum.com/museum/nederlands-volksbuurtmuseum-utrecht-469
385,Utrecht,Museum Veenendaal,Veenendaal,https://whichmuseum.com/museum/museum-veenendaal-385
66,Utrecht,Stedelijk Museum Vianen,Vianen,https://whichmuseum.com/museum/stedelijk-museum-vianen-66
10,Utrecht,Museum Dorestad,Wijk bij Duurstede,https://whichmuseum.com/museum/museum-dorestad-wijk-bij-duurstede-10
185,Utrecht,Stadsmuseum Woerden,Woerden,https://whichmuseum.com/museum/stadsmuseum-woerden-185
302,Zeeland,Gemeentelijk Archeologisch Museum Aardenburg,Aardenburg,https://whichmuseum.com/museum/gemeentelijk-archeologisch-museum-aardenburg-302
381,Zeeland,Streekmuseum het Warenhuis,Axel,https://whichmuseum.com/museum/streekmuseum-het-warenhuis-axel-381
808,Zeeland,Visserijmuseum Breskens,Breskens,https://whichmuseum.com/museum/visserijmuseum-breskens-808
3,Zeeland,Marie Tak van Poortvliet Museum,Domburg,https://whichmuseum.com/museum/marie-tak-van-poortvliet-museum-domburg-3
