museum_id,Region,Museum,City,URL,description,street,postcode,Latitude,Longitude,website,main category,secondary category,adult_ticket_price,museumkaart_price
33,Limburg,Museum de Kantfabriek,Horst (LB),https://whichmuseum.com/museum/museum-de-kantfabriek-horst-lb-33,Museum de Kantfabriek is housed in the last lace producing factory in the Netherlands. The museum illustrates the old textile industry and how it laid a foundation for prosperity in North Limburg. In the Netherlands the concentration of textile industries was nowhere as high as in this region. The museum collection consists of modern and old objects displayed in permanent and temporary exhibitions.,Americaanseweg 8,5961 GP,,,http://www.museumdekantfabriek.nl/,History & Anthropology,,7.00,0.00
24,Drenthe,Museum De Buitenplaats,Eelde,https://whichmuseum.com/museum/museum-de-buitenplaats-eelde-24,"Museum de Buitenplaats is partially located in the ‘Nijsinghuis’, a 17th century monument. The collection of the museum consists of figurative art of after 1945 with special focus on artists that live in the Netherlands. The works are displayed in conjunction with works from other periods, movements and countries. The museum owns some 1,200 paintings and sculptures. The exhibitions are both organised in the pavilion and in the garden.",Hoofdweg 76,9761 EK,,,http://www.museumdebuitenplaats.nl/,Art & Design,,9.00,0.00
670,Gelderland,Museum Buren en Oranje,Buren,https://whichmuseum.com/museum/museum-buren-en-oranje-670,"Museum Buren en Oranje is located in the monumental old town hall of Buren. The museum illustrates the history of Buren and the royal family. The collection includes objects, drawings and poems of Beatrix and toys of Wilhelmina, Juliana and Beatrix. In addition, the museum exhibits arms, busts of the royal family members and a portrait gallery with six centuries of costume history.",Markt 1,4116 BE,,,http://museumburenenoranje.nl/,History & Anthropology,,4.00,3.00
29,Gelderland,Museum Bronbeek,Arnhem,https://whichmuseum.com/museum/museum-bronbeek-arnhem-29,"Museum Bronsbeek illustrates the Dutch colonial history. Most focus is on the Royal Dutch East Indies Army - KNIL - and the colonized opponents. The permanent exhibition features footage, stories of eyewitnesses and authentic weapons and uniforms that illustrate the story of the Dutch East Indies that began at the end of the 16th century. Part of the exhibition focusses on the Second World War in the colony and its impact on the residents. The exhibition ends in the postcolonial period when many Indian Dutch people migrated to the Netherlands.",Velperweg 147,6824 MB,,,https://www.defensie.nl/onderwerpen/bronbeek,History & Anthropology,,3.00,0.00
343,Friesland,Museum Belvédère,Oranjewoud,https://whichmuseum.com/museum/museum-belvedere-oranjewoud-343,"Museum Belvédère is a museum of modern and contemporary art. The collection mainly consists of 20th century and contemporary works by artists from Northern Netherlands. The museum focusses on the relationship of art with the surrounding nature. The collection includes works by the Dutch painters Jan Mankes, Roger Raveel and Hendrik Werkman. Approximately five exhibitions are annually organized in the museum.",Oranje Nassaulaan 12,8848 MT,,,https://www.museumbelvedere.nl/,Art & Design,,7.20,0.00
235,Gelderland,Museum Arnhem,Arnhem,https://whichmuseum.com/museum/museum-arnhem-235,"Museum Arnhem is housed in a former gentlemen's club from 1873. The museum is dedicated to modern art from the Netherlands. The collection includes works from 1890 to the present. New Realism, surrealism and magic realism, are some of the styles that are covered in the museum. An important part of the collection consists of works by Dutch artists, including Paul Citroen, Edgar Fernhout, Charley Toorop and Jan Voerman.",Utrechtseweg 87,6812 AA,,,http://www.museumarnhem.nl/,Art & Design,,5.00,0.00
266,Groningen,Museum aan de A,Groningen,https://whichmuseum.com/museum/museum-aan-de-a-groningen-266,"Museum aan de A (the former Noordelijk Scheepvaartmuseum) is housed in two medieval buildings. The museum illustrates the history of Groningen and the North Holland shipping and shipbuilding history from the Middle Ages to the present. The museum presents a chronological overview of fifteen centuries of maritime history. The collection includes models, paintings and objects from ships.",Brugstraat 24,9711 HZ,,,https://www.noordelijkscheepvaartmuseum.nl/nl/,History & Anthropology,Science & Technology,3.50,0.00
297,Friesland,Museum 't Behouden Huys,West-Terschelling,https://whichmuseum.com/museum/museum-t-behouden-huys-west-terschelling-297,"Museum `t Behouden Huys is dedicated to the history, marine history and culture of Terschelling. The museum illustrates the history of the island and its former inhabitants, with special focus on explorer Willem Barents. In 1596 he got stuck in the ice near Nova Zembla, after which he got through the winter with his crew in the cabin named ‘‘t Behouden Huys‘. The museum has a replica of the cabin.",Commandeurstraat 30,8881 BB,,,https://behouden-huys.nl/,History & Anthropology,,6.50,0.00
7860,Gelderland,Marius van Dokkum Museum,Harderwijk,https://whichmuseum.com/museum/marius-van-dokkum-museum-harderwijk-7860,Marius van Dokkum Museum is a museum in Harderwijk in the Netherlands.,Academiestraat 7,3841 ES,,,https://www.mariusvandokkummuseum.nl/,Art & Design,,10.00,0.00
352,Groningen,Landgoed Borg Verhildersum,Leens,https://whichmuseum.com/museum/landgoed-borg-verhildersum-leens-352,"Landgoed Verhildersum illustrates the Groningen countryside in the 19th century. The estate also includes the borg (a noble house), a small house and the museum farm. The Borg dates back to the 14th century and has a 19th century style. The small house from 1888 also has 19th century interior. Various exhibitions are organized in the museum farm. The barn is decorated as was common in Groningen in 1870.",Wierde 40,9965 TB,,,http://www.verhildersum.nl/nl/,History & Anthropology,,5.00,0.00
319,Friesland,Landbouw en juttersmuseum Swartwoude,Buren (Ameland),https://whichmuseum.com/museum/landbouw-en-juttersmuseum-swartwoude-buren-ameland-319,Landbouw en juttersmuseum Swartwoude is dedicated to agriculture and combing on Ameland. The authentically furnished farm illustrates peasant life in Ameland around 1900. Outside the farm machines are exhibited. In the beachcombers section of the museum several beach finds collected by beachcombers of Ameland throughout the ages are exhibited.,Hoofdweg 1,9164 KL,,,http://www.amelandermusea.nl/,History & Anthropology,,6.25,0.00
8014,Friesland,Keatsmuseum,Franeker,https://whichmuseum.com/museum/keatsmuseum-franeker-8014,Keatsmuseum is a museum in Franeker in the Netherlands.,Voorstraat 76,8801 LE,,,https://www.keatsmuseum.frl/,History & Anthropology,,4.50,3.50
430,Friesland,Kazemattenmuseum Kornwerderzand,Kornwerderzand,https://whichmuseum.com/museum/kazemattenmuseum-kornwerderzand-430,"Kazemattenmuseum Kornwerderzand is dedicated to the Battle of the Afsluitdijk during the German attack on the Netherlands in 1940. It features seven casemates decorated in the style of 1940. The museum illustrates the daily lives of the soldiers during the mobilization and the war. Other topics include the fight in the ‘Wonsstelling’, weapons, resistance, liberation and the Navy.",Afsluitdijk 5,8752 TP,,,http://kazemattenmuseum.nl/,History & Anthropology,,8.00,0.00
393,Gelderland,Kasteel Rosendael,Rozendaal,https://whichmuseum.com/museum/kasteel-rosendael-rozendaal-393,"Kasteel Rosendael is a late medieval castle with historical furnishings. The museum illustrates how people lived in castles in the past. The collection includes silver objects, porcelain and furniture. It also features a park with a chain bridge, streams, ponds and a shell gallery with a surprising fountain floor that is called ‘De Bedriegertjes’.",Rosendael 1,6891 DA,,,https://www.glk.nl/landschap-kastelen/kastelen/kasteel-rosendael,History & Anthropology,,7.60,0.00
171,Gelderland,Kasteel Huis Bergh,s-Heerenberg,https://whichmuseum.com/museum/kasteel-huis-bergh-s-heerenberg-171,"Kasteel Huis Bergh is one of the largest castles in the Netherlands. The castle is semi enclosed by a rampart, and surrounded by a moat. The history of the castle dates back to the 13th century, but the most important remaining parts date from the 14th, 15th and 17th centuries. The collection consists of Northern European and early Italian paintings, historical portraits, sculptures, coins and medieval writings.",Hof van Bergh 8,7041 AC,,,http://huisbergh.nl/,History & Anthropology,Art & Design,13.50,0.00
429,Gelderland,Kasteel Hernen,Hernen,https://whichmuseum.com/museum/kasteel-hernen-429,"Kasteel Hernen is a medieval castle from the 14th century. Only a part of the castle is accessible. The rooms are empty. Partly thanks to the Chemin de ronde, the Middle Ages are still very present. Behind the castle is an area with an old church path with field ovens from the Middle Ages.",Dorpsstraat 40,6616 AH,,,https://www.glk.nl/landschap-kastelen/kastelen/kasteel-hernen,History & Anthropology,,10.00,0.00
432,Gelderland,Ammersoyen Castle,Ammerzoden,https://whichmuseum.com/museum/ammersoyen-castle-ammerzoden-432,"Kasteel Ammersoyen was built around 1350 and is one of the best preserved examples of a closed medieval Dutch castle with round corner towers and a fortress. Partly thanks to the great hall and the cabinet, the interior feels medieval. It features an exhibition on objects that were found in the moat. The museum illustrates everyday life in a castle.",Kasteellaan 1,5324 JR,,,http://www.glk.nl/Ammersoyen,History & Anthropology,,9.50,0.00
1175,Friesland,IJstijdenmuseum,Buitenpost,https://whichmuseum.com/museum/ijstijdenmuseum-buitenpost-1175,IJstijdenmuseum is a museum in Buitenpost in the Netherlands.,Schoolstraat 29C,9285 NE,,,http://www.ijstijdenmuseum.nl/,Nature & Natural History,,3.25,0.00
358,Gelderland,Huis Zypendaal,Arnhem,https://whichmuseum.com/museum/huis-zypendaal-arnhem-358,Huis Zypendaal is a country house from the 18th century with outbuildings and a garden. The rooms on the main floor are decorated in an old style. The house is open to visitors that are guided by a guide. The gardens and the park combine the romantic English landscape style and the formal French style.,Zijpendaalseweg 44,6814 CL,,,https://www.glk.nl/landschap-kastelen/kastelen/huis-zypendaal,History & Anthropology,,7.50,0.00
437,Gelderland,Huis Verwolde,Laren (GD),https://whichmuseum.com/museum/huis-verwolde-laren-gd-437,"Huis Verwolde is a classic house from noble families that is surrounded by a garden, park and forest Oranjewoud. The house is built in 1776. Important are the dining room, the Chinese room and the bedrooms. Huis Verwolde can be visited with a guide. The garden and the forest are freely accessible.",Jonker Emilelaan 4,7245 TL,,,https://www.glk.nl/landschap-kastelen/kastelen/huis-verwolde,History & Anthropology,Specialized & Alternative,8.50,0.00
364,Limburg,Hoensbroek Castle,Hoensbroek,https://whichmuseum.com/museum/hoensbroek-castle-364,"Hoensbroek Castle is one of the largest castles in the Netherlands. The oldest part of the castle dates back to 1250. There are more than forty authentically furnished rooms in the museum. The rooms are decorated in the style of different periods, from the Middle Ages to the 18th century. The collection includes portraits of noble families and the 16th century tower clock.",Klinkertstraat 118,6433 PB,,,https://www.kasteelhoensbroek.nl/,History & Anthropology,,9.75,0.00
414,Gelderland,Het Pakhuis Ermelo,Ermelo,https://whichmuseum.com/museum/het-pakhuis-ermelo-414,"Het Pakhuis is an archaeological and natural history museum dedicated to Ermelo. It is a centre for heritage, nature and the environment that illustrates the history of Ermelo and the people of the surrounding countryside. The collection includes shards, flints and bones of mammoths. Het Pakhuis and the adjacent mill ‘De Koe’ are a historical monument. Twice a year, a temporary exhibition is organized.",Molenaarsplein 24,3851 MZ,,,http://hetpakhuisermelo.nl/,Nature & Natural History,History & Anthropology,1.00,0.00
146,Gelderland,Veluws Museum Hagedoorns Plaatse,Epe,https://whichmuseum.com/museum/veluws-museum-hagedoorns-plaatse-epe-146,"Hagedoorns Plaatse is housed in a farmhouse from 1715 with the same name. The farmhouse is decorated as was common in 1900. The museum illustrates life at that time. Outside and in the wagon shed, equipment and tools that were used in the past are displayed. The museum annually organises temporary exhibitions on costumes. It also covers the history of the area and organises other temporary exhibitions on various topics.",Ledderweg 11,8161 SZ,,,https://www.hagedoornsplaatse.nl/,History & Anthropology,,5.50,0.00
5168,Gelderland,Geelvinck Muziek Museum,Zutphen,https://whichmuseum.com/museum/geelvinck-muziek-museum-zutphen-5168,Geelvinck Muziek Museum is a museum in Zutphen in the Netherlands.,Zaadmarkt 88,7201 DE,,,https://www.geelvinck.nl/,Specialized & Alternative,,9.00,0.00
392,Limburg,"Marres, House for Contemporary Culture",Maastricht,https://whichmuseum.com/museum/marres-house-for-contemporary-culture-maastricht-392,"From the historical house in the center of Maastricht, Marres explores contemporary art in the widest possible sense. The museum was founded in 1998 and takes its name from the brewers’ family Marres that lived in the house in the twentieth century. 
 

 Marres develops exhibitions, organizes workshops, issues unique publications, creates walks in the city and region and offers a wide range of education and participation activities. Marres’ program focuses on experience and emphasizes on the working of the senses and the language of the body. In this, Marres collaborates with makers from various disciplines: visual artists, musicians, theater makers, dancers, scientists, but also perfumers and cooks. 
 

 With an internationally oriented program for both artists and the public, Marres bridges the worlds of contemporary art and everyday experience in its intimate house. In the same building next to the museum, the Mediterranean restaurant Marres Kitchen is situated and behind the house you find a lush public city garden.",Capucijnenstraat 98,6211 RT,,,http://www.marres.org/,Art & Design,,5.00,0.00
76,Limburg,Fotomuseum aan het Vrijthof,Maastricht,https://whichmuseum.com/museum/fotomuseum-aan-het-vrijthof-maastricht-76,"Fotomuseum aan het Vrijthof is housed in the Spanish ‘Gouvernement’, a 16th century chapter house at the Vrijthof. The museum displays changing exhibitions with surprising and ground-breaking themes: from entertainment to pop culture and contemporary art. In Grand Cafe Soiron, in the covered courtyard, you can enjoy coffee with a slice of Limburg pie.",Vrijthof 18,6211 LD,,,https://fotomuseumaanhetvrijthof.nl/,Art & Design,,4.50,1.50
1311,Gelderland,Fort Pannerden,Doornenburg,https://whichmuseum.com/museum/fort-pannerden-doornenburg-1311,Fort Pannerden is a museum in Doornenburg in the Netherlands.,Waaldijk 1,6686 MV,,,https://fortpannerden.eu,Specialized & Alternative,History & Anthropology,12.50,0.00
1168,Friesland,Ferdinand Domela Nieuwenhuis Museum,Heerenveen,https://whichmuseum.com/museum/ferdinand-domela-nieuwenhuis-museum-heerenveen-1168,Ferdinand Domela Nieuwenhuis Museum is a museum in Heerenveen in the Netherlands.,Minckelersstraat 11,8442 CE,,,https://ferdinanddomelanieuwenhuis.nl/,Specialized & Alternative,History & Anthropology,5.00,0.00
55,Drenthe,Drukkerijmuseum Meppel,Meppel,https://whichmuseum.com/museum/drukkerijmuseum-meppel-55,"Drukkerijmuseum Meppel tells a dynamic story of communication. The museum displays various objects, materials and facts. The story begins in a prehistoric cave where the first signs of prehistoric men are covered which consisted of scratches in stone, paintings in caves and visual language. The museum illustrates the development of these signs to the final writing system and the alphabet.",Kleine Oever 11,7941 BK,,,http://www.drukkerijmuseum-meppel.nl/,Specialized & Alternative,History & Anthropology,5.50,0.00
219,Limburg,Discovery Museum,Kerkrade,https://whichmuseum.com/museum/discovery-museum-kerkrade-219,"Discovery Center Continium is a museum on science and engineering. The museum illustrates the development of science and technology in the past, the present and the future. The museum covers historical themes such as Maastricht earthenware and coal mining, but also newer developments are discussed such as sustainability and nanotechnology.",Museumplein 2,6461 MA,,,http://www.discoverymuseum.nl/,Science & Technology,History & Anthropology,16.50,0.00
7864,Gelderland,De Bastei,Nijmegen,https://whichmuseum.com/museum/de-bastei-nijmegen-7864,De Bastei is a museum in Nijmegen in the Netherlands.,Waalkade 83,6511 XR,,,https://www.debastei.nl/,History & Anthropology,Nature & Natural History,5.00,0.00
427,Drenthe,Cultuurhistorisch streek- en handkarrenmuseum De Wemme,Zuidwolde,https://whichmuseum.com/museum/cultuurhistorisch-streek-en-handkarrenmuseum-de-wemme-zuidwolde-427,"Cultuurhistorisch streek- en handkarren museum De Wemme organizes a new exhibition each year that is related to the countryside of Southwest Drenthe. The museum annually organises new exhibitions on sculptures in the orchard. The exhibition area houses a restoration workshop and a forge. The depot houses a number of carts. ‘Edeltingieterij’ Tin-Art is situated next to the museum, where a changing collection of tin jewellery and objects are exhibited.",Burgemeester Tonckensstraat 49,7921 KB,,,http://www.dewemme.nl/,History & Anthropology,,3.50,0.00
299,Friesland,Cultuurhistorisch Museum Sorgdrager,Hollum,https://whichmuseum.com/museum/cultuurhistorisch-museum-sorgdrager-hollum-299,"Cultuurhistorisch Museum Sorgdrager is dedicated to the history, culture and customs of Ameland. The museum includes an originally decorated commander's house from 1751, a print room and an area for temporary exhibitions. A key theme in the museum is the relationship between the inhabitants of Ameland and the merchant navy and whaling. The museum also organizes slideshow presentations and walks.",Herenweg 1,9161 AM,,,http://www.amelandermusea.eu/musea-molens-en-vuurtoren__trashed/cultuurhistorisch-museum-sorgdrager/,History & Anthropology,,4.25,0.00
557,Drenthe,Collectie Brands,Nieuw-Dordrecht,https://whichmuseum.com/museum/collectie-brands-nieuw-dordrecht-557,"Collectie Brands is the collection that Jans Brands collected since his childhood. The museum is housed in the farm of the Brands family. The collection consists of approximately 70,000 objects, of which 30,000 are books. Additionally the collection includes coins, cards, various slides, jewellery, tableware, glassware, calendars, archaeological objects and clothing.",Herenstreek 11a,7885 AT,,,http://www.collectie-brands.nl/,Specialized & Alternative,History & Anthropology,5.00,0.00
156,Gelderland,CODA,Apeldoorn,https://whichmuseum.com/museum/coda-apeldoorn-156,"CODA (Cultuur Onder Dak Apeldoorn) is housed in a transparent building designed by architect Herman Hertzberger. It is a cultural centre that consists of a museum, library and an archive. The museum focusses on ‘experiencing’. There are various exhibitions, ranging from art to design. A part of the museum's collection is featured in a permanent exhibition on the history of Apeldoorn and its inhabitants.",Vosselmanstraat 299,7311 CL,,,http://www.coda-apeldoorn.nl/,Art & Design,History & Anthropology,10.00,0.00
404,Friesland,Botanical Garden De Kruidhof,Buitenpost,https://whichmuseum.com/museum/botanical-garden-de-kruidhof-buitenpost-404,"Botanische Tuin De Kruidhof is the largest botanical garden of the Netherlands. It features seventeen themed gardens each with their own plant collections. Themed gardens that can be visited include: medicinal herbs, cloister garden, butterfly garden, rose garden, woodland garden, fruit garden, ferns, paint and dye plants, garden with plants mentioned in the Bible, wildflowers and a garden for meditation. The Ice Age Museum is also housed in the gardens which illustrates the prehistory of the Frisian Woodlands.",Schoolstraat 29b,9285 NE,,,http://www.dekruidhof.nl/,Nature & Natural History,,5.25,0.00
451,Groningen,Borg en Rijtuigmuseum Nienoord,Leek,https://whichmuseum.com/museum/borg-en-rijtuigmuseum-nienoord-leek-451,"Borg en Rijtuigmuseum Nienoord is housed in a monumental borg located on the Nienoord estate. The museum features a large collection of carriages. The collection consists of about 250 carriages and sleighs with related objects. In yearly changing exhibitions, a part of this collection is exhibited. A large part of the collection is preserved in the national carriage warehouse which is also accessible to the visitor. In addition, the museum covers the history of Borg Nienoord.",Nienoord 1,9351 AC,,,http://www.museumnienoord.nl/,Specialized & Alternative,,6.00,0.00
285,Groningen,"GRID, Grafisch Museum Groningen",Groningen,https://whichmuseum.com/museum/grid-grafisch-museum-groningen-285,"Books, newspapers and posters are nowadays made with computers and all kinds of machines. In GRID the visitor is ontroduced to the history and future of this graphic ingenuity. Old presses, the risograaf, the machines and the devices in the bindery are all operational. In the workshop rooms and the studio, visitors can work with different printing techniques, typesetting, bookbinding and graphic design. In the Werkman Atelier visitors can experience and see how the Groningen printer-artist Werkman made his prints. In GRID temporary exhibitions are organized regularly in which various aspects of graphic art, history and art are highlighted.",Sint Jansstraat 2,9712 JN,,,http://www.gridgroningen.nl/,Art & Design,History & Anthropology,5.00,0.00
74,Limburg,Bonnefanten museum,Maastricht,https://whichmuseum.com/museum/bonnefanten-museum-maastricht-74,"Bonnefanten: surprisingly distinctive in ancient and contemporary art. Alongside modern and contemporary art, old masters find their place in the iconic building designed by the Italian architect Aldo Rossi. The Bonnefanten museum tells stories through the permanent collection, temporary exhibitions and guided tours. With that, the museum offers its visitors meaningful, aesthetic, educational and cultural experiences.",Avenue Ceramique 250,6221 KX,,,http://www.bonnefanten.nl/nl/,Art & Design,History & Anthropology,7.50,0.00
246,Gelderland,Boerderijmuseum De Bovenstreek,Oldebroek,https://whichmuseum.com/museum/boerderijmuseum-de-bovenstreek-oldebroek-246,"Boerderijmuseum De Bovenstreek illustrates life on farms in the region. The collection includes the ‘style rooms’, furniture, a bedstead, and utensils and tools that were used in the house or on the farm. In addition, the museum exhibits a collection of Veluwe costumes. On the farmyard are various machines, a wagon shed, haystacks and animals. There is also a vegetable garden and an orchard.",Bovenstraatweg 10,8096 PE,,,http://www.museumoldebroek.nl/,History & Anthropology,,3.50,0.00
578,Gelderland,GeoFort,Herwijnen,https://whichmuseum.com/museum/geofort-herwijnen-578,"At Geofort, everything revolves around the earth. Learn more about themes such as climate, geo-design and big data in our interactive science center. GeoFort is located on a historic fortress island, part of the New Dutch Water Line. Experience the GeoExperience. Get disoriented in the dark underground tunnel. Challenge yourself in the scent maze. Scout, clamber and play in the Bat playground. Descend to the core of the earth with our virtual elevator. And with the Powers of Ten you zoom in from the smallest part in your body to the furthest spot in the universe. ",Nieuwe Steeg 74,4171 KG,,,http://www.geofort.nl/,Science & Technology,Specialized & Alternative,13.50,0.00
411,Gelderland,Airborne Museum Hartenstein,Oosterbeek,https://whichmuseum.com/museum/airborne-museum-hartenstein-oosterbeek-411,"Airborne Museum Hartenstein is housed in the former headquarters of the British forces that was used during the Battle of Arnhem in 1944. The museum is dedicated to this battle. The collection includes weapons, equipment, videos and pictures that illustrate the battle. In addition to the regular collection, the museum has an ‘Airborne Experience’. In an underground room, visitors become a soldier during the battle.",Utrechtseweg 232,6862 AZ,,,https://www.airbornemuseum.nl/,History & Anthropology,,15.00,0.00
5166,Gelderland,Airborne at the Bridge,Arnhem,https://whichmuseum.com/museum/airborne-at-the-bridge-arnhem-5166,Airborne at the Bridge is a museum in Arnhem in the Netherlands.,Rijnkade 150,6811 HD,,,https://www.airbornemuseum.nl/airborne-at-the-bridge,History & Anthropology,,10.00,0.00
236,Gelderland,Aaltense Musea,Aalten,https://whichmuseum.com/museum/aaltense-musea-236,"Aaltense Musea consists of two museums: Onderduikmuseum Markt 12 and The Aaltens Historisch Museum. Markt 12 illustrates the life of a community in World War II. The visitor can interactively experience the stories of civilians in wartime. The Aaltens Historisch Museum illustrates life and work of a community over time, with special focus on the hearing industry and the history of the textile industry.",Markt 14,7121 CS,,,http://www.aaltensemusea.nl/,History & Anthropology,,5.00,0.00
482,Friesland,t Fiskershúske,Moddergat,https://whichmuseum.com/museum/t-fiskershuske-moddergat-482,`t Fiskershúske consists of four small houses. The oldest house of the four is from 1794 and is decorated as a fisherman's house from around 1850. The museum exhibits objects related to the old coastal fishing and the lives of the inhabitants of Paesens-Moddergat. The museum also focusses on the disaster of Moddergat in 1883 when 83 fishermen died.,Fiskerspaad 4-8a,9142 VN,,,http://www.museummoddergat.nl,History & Anthropology,,4.00,0.00
480,Limburg,Bureau Europa,Maastricht,https://whichmuseum.com/museum/bureau-europa-maastricht-480,"Bureau Europa is an institute for architecture and design in Maastricht. Exhibitions on design and architecture are organized from a social civil standpoint. The institute focuses on Europe and the Euroregion. In addition to exhibitions, Bureau Europa also organizes readings and debates to stimulate discussions on the social relevance of design and architecture.",Boschstraat 9,6211 AS,,,https://www.bureau-europa.nl/nl/,Specialized & Alternative,Art & Design,7.00,0.00
291,Limburg,Museum De Locht,Melderslo,https://whichmuseum.com/museum/museum-de-locht-melderslo-291,"Museum de Locht is housed in an authentic North Limburg ‘langgevelboerderij’. It is a regional museum that focusses on the growing of asparagus and mushroom. The museum illustrates how people lived and worked in the countryside in the period from 1850 to 1950 and shows the whole process of growing asparagus and mushrooms. The museum also features buildings and barns for a blacksmith, a saddler and a bakery.",Broekhuizerdijk 16d,5962 NM,,,http://www.delocht.nl/,History & Anthropology,,8.00,0.00
1,Limburg,Openluchtmuseum Eynderhoof,Nederweert-Eind,https://whichmuseum.com/museum/openluchtmuseum-eynderhoof-nederweert-eind-1,"The Limburgs Openluchtmuseum Eynderhoof is a village that demonstrates life in the Peel region around 1900. The museum is located in a green countryside setting and is managed, staffed and maintained by volunteers. This do museum focuses largely on games, food, drinks and crafts, but is also about discovery, experience and admiration, and is therefore suitable for all ages.",Milderspa 1,6034 PL,,,http://www.eynderhoof.nl/,History & Anthropology,,7.50,0.00
468,Limburg,Het Cuypershuis,Roermond,https://whichmuseum.com/museum/het-cuypershuis-roermond-468,"The Cuypershuis is housed in a building from 1853, designed by Pierre Cuypers. The museum is dedicated to Cuypers, who was an architect, artist, designer and organizer. The museum exhibits objects from the former studios, including tools, design drawings, models and a ‘pointing machine’. The museum also exhibits contemporary design.",Pierre Cuypersstraat 1,6041 XG,,,https://www.cuypershuisroermond.nl/nl,Specialized & Alternative,Art & Design,6.00,0.00
8004,Limburg,Museum De Schat van Simpelveld,Simpelveld,https://whichmuseum.com/museum/museum-de-schat-van-simpelveld-8004,Museum De Schat van Simpelveld is a museum in Simpelveld in the Netherlands.,Kloosterstraat 68,6369 AE,,,https://deschatvansimpelveld.nl,History & Anthropology,,8.00,4.00
41,Limburg,Museum De Domijnen,Sittard,https://whichmuseum.com/museum/museum-de-domijnen-sittard-41,Museum De Domijnen is housed in a 19th century school. The museum illustrates the regional history and displays contemporary art. The collection on the ground floor consists of international avant-garde art including video art and photography. On the upper floor the visitor learns about the region in both the present and the past. The permanent collection of archaeological and historical objects is displayed here. There is also a ‘multimedia street’ for children.,Kapittelstraat 6,6131 ER,,,https://www.dedomijnen.nl/,Art & Design,History & Anthropology,6.00,0.00
426,Limburg,Streekmuseum Stevensweert / Ohé en Laak,Stevensweert,https://whichmuseum.com/museum/streekmuseum-stevensweert-ohe-en-laak-426,"Streekmuseum Stevensweert - Ohe en Laak illustrates the history of Stevensweert and Ohé en Laak. The collection includes objects found during the dredging process. Paintings, interior pieces, a model and excavated finds illustrate the story of the lost castle Walburg.",Jan van Steffeswertplein 1,6107 BZ,,,http://eilandindemaas.nl/,History & Anthropology,,3.00,0.00
351,Limburg,Missiemuseum Steyl,Steyl,https://whichmuseum.com/museum/missiemuseum-steyl-351,"Missiemuseum Steyl exhibits objects from different parts of the world that were collected by missionaries. The museum is divided into an anthropological department and a natural history department. In the anthropological department mainly works of art and objects from countries such as Ghana, Japan, China and Paraguay are exhibited. The natural history department features an insects cabinet and has a zoological section. The museum also owns the collection Schmutzer, which consists of the first ecclesiastical sculptures of the indigenous culture that were made outside Europe.",St. Michaëlstraat 7,5935 BL,,,http://missiemuseumsteyl.nl/,History & Anthropology,Nature & Natural History,9.00,0.00
150,Limburg,Keramiekmuseum Tiendschuur,Tegelen,https://whichmuseum.com/museum/keramiekmuseum-tiendschuur-tegelen-150,"Keramiekmuseum Tiendschuur is housed in the tithe barn of Castle Holtmühle. The collection includes both contemporary and historical ceramics and illustrates the clay industry in Tegelen from the Roman period till mid-20th century. It shows, among other things, the development of the ceramic industry and the main export product of Tegelen: ‘Tegels zwartgoed’. In addition to the permanent exhibitions, the museum organises temporary exhibitions on contemporary, national and international ceramic works.",Kasteellaan 8,5932 AG,,,http://tiendschuur.net/,Art & Design,,7.50,0.00
362,Limburg,Thorn Museum,Thorn,https://whichmuseum.com/museum/thorn-museum-362,"The Thorn Museum is housed in a medieval abbey. The museum illustrates the history of the town of Thorn. The museum displays art historical objects and multimedia on topics that include abbesses and noble ladies. An eyecatcher in the museum is Panorama Thorn, a work by Dutch painter Frans van den Berg and model maker Theo van der Linden.",Wijngaard 14,6017 AG,,,http://museumhetlandvanthorn.nl/,History & Anthropology,,6.00,0.00
7873,Limburg,Museum Abdijkerk,Thorn,https://whichmuseum.com/museum/museum-abdijkerk-thorn-7873,Museum Abdijkerk is a museum in Thorn in the Netherlands.,Kerkberg 2,6017 HA,,,http://www.abdijkerkthorn.nl/,History & Anthropology,Art & Design,3.00,0.00
94,Limburg,Museum Land van Valkenburg,Valkenburg (LB),https://whichmuseum.com/museum/museum-land-van-valkenburg-valkenburg-lb-94,"Museum Land van Valkenburg focuses on the most interesting aspects of the region both historically and culturally, from the origins of the ‘Mergelland’ to developments in artistic field at the present and recent past. The permanent exhibition brings together the geology and archeology of Valkenburg and the fate of the citadel through the ages. Interwoven through this permanent exhibition and in temporary exhibitions, the artistic developments in the region in the 20th and 21st centuries are presented.",Grotestraat Centrum 31,6301 CW,,,http://www.museumlandvanvalkenburg.nl/,History & Anthropology,Art & Design,6.00,0.00
421,Limburg,Museum Romeinse Katakomben,Valkenburg (LB),https://whichmuseum.com/museum/museum-romeinse-katakomben-valkenburg-lb-421,"The Romeinse Katakomben are an underground labyrinth with replicated catacombs. It is a replica of a part of the catacombs in Rome. There are carved holes that serve as horizontal burial niches. In addition there are sculptures, chapels, wash places, marble plaques, light and air shafts and other subterranean architecture. It also features replicated paintings from the 3rd to the 7th century and pictures of saints and portraits of the dead.",Plenkertstraat 55,6301 GL,,,https://www.katakomben.nl/,History & Anthropology,,16.00,0.00
